,avatar,posts,followers,likes,engagement_rate
23015,sorrynosalad,1.9K,250.2K,1.88K,2.1
23016,nc22back,188,250.2K,188,2.2
23017,kingofthekongo,2.2K,250.1K,2.19K,1.5
23018,danielagostinioficial,1.2K,250.1K,1.16K,0.8
23019,the_tribalchief0016,898,250.1K,898,0.9
23020,diawboris,442,250.1K,442,1.9
23021,bank_athigit,2.2K,250.1K,2.21K,1.8
23022,horoscopoarcano,2.1K,250.1K,2.08K,1
23023,preciousmustaph,98,250.1K,98,7.7
23024,soyparrilleromx,3.3K,250.1K,3.25K,1.1
23025,brutosebrutasdobrasil,1.6K,250.1K,1.64K,1.1
23026,fenny.bauty,1.8K,250.1K,1.76K,1
23027,youssoundour1959,156,250.1K,156,2.9
23028,vikas.dayal.9,1.7K,250.1K,1.65K,7.6
23029,kenelswingkvrass,4.4K,250K,4.44K,0.4
23030,en_vola,2K,250K,2.04K,1.7
23031,karlthefog,438,250K,438,8
23032,fairypiece,6K,250K,5.95K,4.5
23033,trillionairebrazil,15.6K,252K,15.64K,0.8
23034,alievplast_abdul_ali_aliev,736,252K,736,0.3
23035,passantroshdy0,1,252K,1,1.4
23036,farahfarhanaaaaa,1.6K,252K,1.64K,1
23037,izzycka,542,251.9K,1,0
23038,mobile2000,16K,251.9K,15.96K,0.2
23039,elijahtheboy,84,251.9K,84,5.4
23040,maksimusic,1.5K,251.9K,1.48K,0
23041,alexhales1,305,251.9K,305,3.8
23042,steffi_cyrill,1.6K,251.9K,1.57K,5.5
23043,therickbaker,887,251.8K,887,1.8
23044,ttdeyeofficial,8.4K,251.8K,8.36K,0.2
23045,flysas,2.4K,251.8K,2.37K,1.2
23046,ibrahimabdgawad,523,251.8K,523,1.9
23047,kaennehernandez,1.5K,251.8K,1.48K,0.4
23048,aireuropa,2.1K,251.8K,2.12K,1.1
23049,ricciguarnaccio,2K,251.8K,1.99K,0.2
23050,nyaminde,662,251.8K,662,1.1
23051,fashion.de7,1.4K,251.8K,1.39K,1.6
23052,sammie_kioko,1.5K,251.8K,1.50K,1.8
23053,gpsc_study,8K,251.8K,7.97K,0.9
23054,charminggirl_thailand,13.6K,251.8K,13.57K,0.1
23055,hiphopvibe1,8.6K,251.8K,8.61K,0.1
23056,ahmadyounesphotography,2.5K,251.8K,2.50K,1.2
23057,aprilbenayoum,167,251.7K,167,5.7
23058,manuela_camacho,1.5K,251.7K,1.50K,0.9
23059,jesse_suntele_,155,251.7K,155,2.8
23060,adictoachile,4.1K,251.7K,4.08K,1.4
23061,penivo_tr,3.4K,251.7K,3.43K,3
23062,pawan.chechi,3.5K,251.7K,3.48K,1.6
23063,zee24kalak,3K,251.7K,3.01K,0.7
23064,masha,3.7K,251.7K,3.66K,0.8
23065,flourshop,1.3K,251.7K,1.30K,0.4
23066,celesti.bairagey,130,251.7K,130,17.4
23067,443photo,282,251.6K,282,0.4
23068,colbyraha,1.1K,251.6K,1.08K,4.8
23069,manasa5varanasi,516,251.6K,516,8.8
23070,andrecarrillo15,1.7K,251.6K,1.74K,0.2
23071,babyjalebi,3.8K,251.6K,3.77K,0.1
23072,exploregunung,1.7K,251.6K,1.69K,0.8
23073,bonpoint,1.7K,251.6K,1.70K,0.4
23074,alikaroui,1K,251.6K,0.98K,1.8
23075,fottyseven,44,251.6K,44,18.2
23076,sudanese_love_pic,3.1K,251.6K,3.10K,0.1
23077,sahar_safdari_official,107,251.6K,107,6.2
23078,telugu_vox,508,251.6K,508,4.6
23079,collectifclothing,7K,251.6K,7.04K,0.2
23080,kylesliger44,3.7K,251.5K,3.70K,1
23081,girlupcampaign,1.5K,251.5K,1.50K,0.6
23082,thebpmfestival,3.8K,251.5K,3.79K,1
23083,moltenidada,2.1K,251.5K,2.14K,0.8
23084,brasil_247,3.2K,251.5K,3.21K,1.4
23085,iasconnect,4.8K,251.5K,4.79K,0.9
23086,alfatahofficial,5.7K,251.5K,5.67K,0.1
23087,mr_maji_4.12,513,251.5K,513,11.7
23088,shaunstafford,3.5K,251.5K,3.47K,1.1
23089,penhaligons_london,1.4K,251.5K,1.42K,0.6
23090,blissance,5.2K,251.5K,5.19K,1.9
23091,vikramthakorofficial01,456,251.4K,456,5.8
23092,bansrimehtadesign,1.9K,251.4K,1.91K,0
23093,stellyclothing,18.2K,251.4K,18.23K,0.1
23094,official_lindajasmine,2.3K,251.4K,2.32K,0.2
23095,krishnamurthy_official_,613,251.4K,613,2.2
23096,beauty_fully,1.5K,251.4K,1.50K,0
23097,dinero100k,486,251.4K,486,2.8
23098,rocket_rockers,4K,251.4K,4.01K,0.7
23099,keduxgarage,4.2K,251.4K,4.18K,2.1
23100,chaos,3.9K,251.4K,3.89K,0.1
23101,kempinskiroyalmaxim,1.7K,251.4K,1.67K,0.1
23102,crossfitinvictus,3.6K,251.4K,3.56K,0.1
23103,perutkarets,3.7K,251.4K,3.68K,1.4
23104,zoskinhealth,0.9K,251.4K,0.95K,0.3
23105,bobbibrownindia,2.4K,251.4K,2.38K,0.2
23106,denis,1.7K,251.3K,1.67K,3.7
23107,sachdevaakhilnasha,2K,251.3K,2.02K,2.1
23108,anupama.chopra,2K,251.3K,2.03K,0.7
23109,naveeen.saini,213,251.3K,213,0.2
23110,dad_dish,4.8K,251.2K,4.75K,0.4
23111,nattimus_prime,1.6K,251.2K,1.65K,3.5
23112,canal9oficial,5.7K,251.2K,5.69K,0
23113,adhyayansuman,463,251.2K,463,2.1
23114,jiteshpillaai,8.1K,251.2K,8.13K,0.4
23115,hyatt,2.2K,251.2K,2.18K,1
23116,ldsoficial,2.2K,251.2K,2.23K,1.5
23117,deepakgite_,356,251.2K,356,10.3
23118,milanstankovic,859,251.1K,859,1.4
23119,hallmarkmovie,5K,251.1K,4.96K,0.7
23120,kaleeralover,5.8K,251.1K,5.80K,1.1
23121,one,1.8K,251.1K,1.75K,0.2
23122,freekvonk,0.9K,251.1K,0.94K,2.6
23123,hardycaprio,11,251.1K,11,7.5
23124,agro,165,251.1K,165,2.9
23125,ikhsanpir,188,251.1K,188,5.3
23126,unitedsparx,1.2K,251.1K,1,0
23127,amyastley,3.8K,251.1K,3.77K,2.7
23128,jharkhandpublichub,1.7K,251.1K,1.66K,1.2
23129,floriankoschat,2K,251.1K,1.99K,3.3
23130,diskonsolo,41.1K,251.1K,41.13K,0.5
23131,editorest.id,2.2K,251.1K,2.18K,2.2
23132,redbullxfighters,1.5K,251K,1.50K,2.8
23133,ceriasihat_ig,8.6K,253K,8.65K,0.1
23134,cantao,5.3K,253K,5.28K,0.3
23135,sovvota,2.8K,253K,2.75K,0.3
23136,jtoboni,832,253K,832,5.2
23137,iansmithfitness,1.4K,253K,1.40K,4.6
23138,easytienda,1.8K,252.9K,1.76K,0.1
23139,sobat_hape,1.9K,252.9K,1.95K,1.2
23140,stinegoyastudio,4.2K,252.9K,4.20K,0.4
23141,sarprive,2.1K,252.9K,2.08K,0.3
23142,iamsrkinsta,1.6K,252.9K,1.63K,1.5
23143,hussienelgohary,408,252.9K,408,2.3
23144,typosters,2.2K,252.9K,2.18K,0.6
23145,perfectdiaryofficial,696,252.9K,696,0.3
23146,muhamed_yassin,621,252.9K,621,1
23147,callumstorror,1.3K,252.9K,1.30K,6.1
23148,dougmiddlebrook,1.4K,252.8K,1.36K,7.2
23149,jarrydmcneil,3.1K,252.8K,3.15K,1.6
23150,nandariani29,75,252.8K,75,4.5
23151,rahullsharma,576,252.8K,576,3.6
23152,officialhuskylovers,5.6K,252.8K,5.65K,1.7
23153,westbrook,385,252.8K,385,0.6
23154,soycetogenica,708,252.8K,708,2.6
23155,beverlyhillscarclub,5.8K,252.8K,5.76K,0.6
23156,winkywiryawan912,3.5K,252.8K,3.45K,0.7
23157,prihambogo,18,252.7K,18,8.8
23158,actor_vijaybabu,643,252.7K,643,2.1
23159,kordaofficial,5.1K,252.7K,5.10K,1.1
23160,a_ontheroad,1.8K,252.7K,1.83K,2.1
23161,premshyaam,336,252.7K,336,8.3
23162,radhikapandithfans_mmteam,2.2K,252.7K,2.24K,1.9
23163,nmaahc,1.6K,252.7K,1.59K,1.1
23164,bbyedith,457,252.7K,457,7
23165,imcontayjus,20,252.6K,20,4.8
23166,nipo809,102,252.6K,102,1
23167,endlessgallery,2.6K,252.6K,2.63K,0.8
23168,natashahudsonofficial,1.7K,252.6K,1.73K,0.3
23169,syria_memes,114,252.6K,114,0.6
23170,samruddhi.j,877,252.6K,877,6.1
23171,strawhatdan,211,252.6K,211,13
23172,kubwa_la_insta,3.4K,252.6K,3.36K,0.3
23173,_jakewoodard,1.3K,252.6K,1.28K,3.3
23174,swissmountainview,4.6K,252.5K,4.63K,1.5
23175,ramy,42,252.5K,42,15.9
23176,fearlessphotographerscom,4.9K,252.5K,4.87K,0.5
23177,kaitimackenzie,140,252.5K,140,7.1
23178,abryanz,896,252.5K,896,0.6
23179,habitatskateboards,3.6K,252.5K,3.60K,0.7
23180,aryannepadilha,818,252.5K,818,2.1
23181,sina_ghaemizadeh,77,252.4K,77,5.9
23182,chefludo,3.2K,252.4K,3.24K,0.8
23183,luhildbrand,584,252.4K,584,8.8
23184,tarcilapalomaa,1.6K,252.4K,1.62K,4
23185,allesodernixrecords,1.9K,252.4K,1.90K,0.4
23186,foreveruniqueofficial,7.6K,252.4K,7.59K,0.2
23187,appletvplus,82,252.4K,82,2.4
23188,camilainspiracoes,1.8K,252.4K,1.84K,2.2
23189,valentinorossi_fans,7.3K,252.4K,7.26K,1.5
23190,askdamz,12.2K,252.4K,12.23K,0
23191,mrs_bcworld,2.1K,252.4K,2.13K,0.9
23192,kate.ing,400,252.4K,400,1.9
23193,pspriyasinghofficial_,727,252.4K,727,1
23194,dorispincicrogoznica_doda,1.4K,252.4K,1.35K,1.7
23195,dblock_europe,1.5K,252.4K,1,0
23196,doireanngarrihy,1.4K,252.4K,1.43K,5.7
23197,spring_ports,1.1K,252.3K,1.10K,2.7
23198,huellabeauty,0.9K,252.3K,0.92K,2
23199,haniff_hamzah,3.8K,252.3K,3.77K,0.3
23200,veganbodybuilding,1K,252.3K,0.97K,0.5
23201,volitionbeauty,2.9K,252.3K,2.89K,0.6
23202,truck_mania_indonesia_,3.5K,252.3K,3.50K,0.3
23203,buschgardens,1.9K,252.3K,1.89K,1.2
23204,thedianeday,1K,252.3K,1.03K,0.6
23205,mushqpk,3.6K,252.3K,3.58K,0.1
23206,zobeauty,219,252.3K,219,2.1
23207,balmainhaircouture,2.2K,252.3K,2.17K,0.1
23208,come.consciente,2.8K,252.3K,2.85K,0.4
23209,hdfcbank,888,252.2K,888,0.3
23210,besiktasjkglobal,1.4K,252.2K,1.39K,5.3
23211,moda_verychic,8.3K,252.2K,8.28K,0.1
23212,fourtetkieran,836,252.2K,836,3.2
23213,sebogier,324,252.2K,324,3.4
23214,info_kukar,10.5K,252.2K,10.53K,2
23215,nikonphotocontest,277,252.2K,277,1.5
23216,belmiraz,4.3K,252.2K,4.34K,0.5
23217,kanishkrawatofficial,492,252.2K,1,2.3
23218,mattscutt,3.6K,252.2K,3.60K,3.5
23219,saminahumayunsaeed,431,252.2K,431,1.2
23220,sameer_fire_boy,2.1K,252.2K,2.08K,1.9
23221,lojaswift,1.1K,252.2K,1.15K,1.1
23222,thescoreesports,11.7K,252.2K,11.67K,3.9
23223,freak_of_kerala,9.2K,252.2K,9.22K,1
23224,batman_o.f.f.i.c.i.a.l,2.6K,252.2K,2.57K,1.2
23225,profusion,3.2K,252.1K,3.23K,0.8
23226,jazeeraairways,2.8K,252.1K,2.78K,0.1
23227,attila_ga,2K,252.1K,2.01K,1.2
23228,saree_glitz,3.8K,252.1K,3.80K,0.2
23229,truegrittexturesupply,619,252K,619,2.1
23230,fashion_viadi,6.1K,252K,6.15K,1.3
23231,wiskola,681,252K,681,6.7
23232,naina942,0.9K,252K,0.95K,4
23233,pugdashians,3.1K,254K,3.15K,3.3
23234,_brunaluizamakeup,426,254K,426,5.9
23235,kaitigarbi,704,254K,704,10.8
23236,switchfoot,2.5K,254K,2.46K,1.5
23237,celestino.official,5.7K,254K,5.69K,0.8
23238,the_megha_prasad,1K,253.9K,0.95K,1.2
23239,adhitamaescampur,1.8K,253.9K,1.81K,3
23240,nelsonfreitasoficial,2.5K,253.9K,2.55K,0.8
23241,nihal_tauro_official,239,253.9K,239,5.8
23242,grikart_macro,6.5K,253.9K,6.47K,1.6
23243,bluesynote,0.9K,253.9K,0.90K,11.8
23244,nykaaman,2.2K,253.9K,2.18K,0.6
23245,milkshakesspeare,435,253.9K,435,5.3
23246,nikonrussia,6.6K,253.9K,6.63K,2.1
23247,omalicha55,1.6K,253.8K,1.64K,0.9
23248,furnituresourcephils,7.6K,253.8K,7.60K,0.2
23249,iamsterdam,3.8K,253.8K,3.84K,2.6
23250,rcmotor_in,243,253.8K,243,3.6
23251,barbellbrigade,2.9K,253.8K,2.95K,0.6
23252,aaliyah,241,253.8K,241,13
23253,wno_wildstyles,121,253.8K,121,7.1
23254,public_stores,1.6K,253.7K,1.56K,0.8
23255,josiegibson85,1.2K,253.7K,1.20K,0.4
23256,kickoffmagazine,8.4K,253.7K,8.43K,0.4
23257,chakaravarthyvarun,63,253.6K,63,20.5
23258,adiyogi_ke_bhakt,3.1K,253.6K,3.12K,2.6
23259,goldenrosepolska,2.1K,253.6K,2.14K,0.5
23260,dakwah_kebaikan,1.1K,253.6K,1.14K,20.9
23261,bappa_maza_official_,4K,253.6K,4K,4.1
23262,streetleaks,4.8K,253.6K,4.79K,2.3
23263,eurekka.es,1.2K,253.6K,1.22K,2.4
23264,world.iphone.libya,5.5K,253.6K,5.50K,1.1
23265,iman,2,253.6K,2,13.1
23266,laillimirza,406,253.6K,406,5.3
23267,aqcuamarina,96,253.6K,96,0.7
23268,myhappinesz,2.5K,253.6K,2.52K,1.3
23269,anouk_ddlgxo,220,253.5K,220,4.1
23270,popmama_com,7.7K,253.5K,7.74K,0
23271,the_foodie_dad,3.8K,253.5K,3.77K,4.3
23272,republicworld,785,253.5K,785,0.9
23273,dianabastiidas,2.4K,253.5K,1,0
23274,vampireweekend,257,253.5K,257,7
23275,wauters_koen,206,253.5K,206,7.7
23276,cricfit,22.5K,253.5K,22.55K,2.6
23277,imatsofficial,2.2K,253.5K,2.25K,0.1
23278,om_sarrona96,1.5K,253.5K,1.49K,1.9
23279,traceysugg,1.1K,253.5K,1.15K,1.1
23280,ustadzadihidayat,1.5K,253.5K,1.45K,1
23281,mumukgomez,218,253.4K,218,5.4
23282,renatozer0,305,253.4K,305,1.8
23283,maliburockyoaks,1.3K,253.4K,1.30K,6.1
23284,andreaiyamah,2.4K,253.4K,2.40K,1.1
23285,carlienismusic,244,253.4K,244,4.4
23286,haytap,7K,253.4K,7.01K,0.7
23287,shangeorgefilms,1.5K,253.4K,1.53K,0.2
23288,derekdomnicdsouza,638,253.4K,638,6.3
23289,fit_india_hit_india,5.1K,253.4K,5.06K,0.7
23290,filippahagg,3K,253.4K,2.96K,2.3
23291,pojielakee,60,253.3K,60,0.9
23292,jktfoodhunting,4K,253.3K,3.98K,1
23293,fastnblack,306,253.3K,306,3
23294,deathandcompany,1.9K,253.3K,1.94K,1
23295,georgeelsissa,2.1K,253.3K,2.07K,0.4
23296,acebeaute,4.4K,253.2K,4.36K,0.3
23297,dodgefamilyy,3.1K,253.2K,3.12K,2.3
23298,yelisavietareal,642,253.2K,642,1.4
23299,moazyassen,1.5K,253.2K,1.50K,3.1
23300,bangtsikitsiki,899,253.2K,899,2.8
23301,a.mienaa,272,253.2K,272,3.3
23302,justinhill46,1K,253.2K,1K,2.4
23303,cookiesenterprises,0.9K,253.2K,0.95K,1.3
23304,priabeniwal,665,253.2K,665,13.6
23305,ornelladelarosa,1.9K,253.2K,1.87K,2.1
23306,publix,744,253.2K,744,0.6
23307,sobrancelhasqueamo,2.5K,253.2K,2.49K,0.5
23308,nails,0.9K,253.2K,0.91K,1.3
23309,arradhyamaanofficial,59,253.2K,59,1.7
23310,moritz.taylor,412,253.2K,412,2.9
23311,ronaldfarina,1.1K,253.2K,1.06K,1.7
23312,nasukichan,2.1K,253.1K,2.06K,8.6
23313,bmw_indonesia,2.5K,253.1K,2.46K,0.6
23314,krishkreations,347,253.1K,347,2.1
23315,drcormi,1.5K,253.1K,1.54K,1
23316,trollmalayalamofficial,3.2K,253.1K,3.19K,3
23317,selfloverainbow,1.5K,253.1K,1.50K,0.7
23318,ayouya_nsr,43,253.1K,43,1.1
23319,tichasnap,1.4K,253.1K,1.38K,1.6
23320,sylwia_madenska_official,612,253.1K,612,4
23321,americanbully,17.3K,253.1K,17.26K,0.5
23322,victoria_home1,1K,253K,1.01K,0.2
23323,super_pharm,2.3K,253K,2.26K,0.1
23324,tyronemings,373,253K,373,11.7
23325,hydrojug,1K,253K,0.99K,2.1
23326,official_niyahb,10,253K,10,12.7
23327,vivekjadoo,0.9K,255K,0.91K,11.7
23328,fanny_josefine,1.9K,255K,1.85K,1.7
23329,farahparfumjkt,1.6K,255K,1.59K,0.3
23330,musiciswin,2.3K,254.9K,2.33K,5.1
23331,eugeniamartinezdeirujo,1.7K,254.9K,1.69K,2
23332,archana_ahz___,382,254.9K,382,4.5
23333,thebodyshopmalaysia,2.4K,254.9K,2.40K,0.2
23334,shikcosmetics,2.3K,254.9K,2.30K,0.6
23335,oi_oficial,1.3K,254.8K,1.27K,5.1
23336,chxrrygirlss,817,254.8K,817,14.8
23337,misseuropecontinentalofficial,752,254.8K,752,0.6
23338,seputarparenting,5K,254.8K,5.04K,0.3
23339,flatlays,750,254.8K,750,6
23340,arebenel,2.7K,254.8K,2.71K,2
23341,takashi2631,7.5K,254.8K,7.46K,0.2
23342,soyfernandobarrera,1.4K,254.7K,1.37K,1.5
23343,flauntmagazine,5.4K,254.7K,5.44K,0.8
23344,aayushibangur,3.4K,254.7K,3.36K,1.2
23345,rapagents,265,254.7K,265,3.3
23346,mahakaal0005_official,404,254.7K,404,10.9
23347,encanews,13.7K,254.7K,13.68K,0.2
23348,tvoisoxrikis,2.6K,254.7K,2.60K,2
23349,codythemarine,187,254.7K,187,7.2
23350,desi_brown_guy,215,254.6K,215,3
23351,aliaabhatt.x,765,254.6K,765,4
23352,djconsequence,0.9K,254.6K,0.92K,0.6
23353,itsbankhead,1.1K,254.6K,1.10K,6.5
23354,savanieeravindrra,2.5K,254.6K,2.47K,2.2
23355,niels_aouay,3.2K,254.6K,1,0
23356,free_fire_news,1.6K,254.6K,1.64K,0.5
23357,kadinsunumelisi,5.8K,254.6K,5.81K,0.2
23358,lekhaprajapati,2.7K,254.6K,2.68K,0.8
23359,trulynomadly,1.1K,254.6K,1.13K,3.7
23360,appurv20,774,254.6K,774,4
23361,martha_gambet,341,254.5K,341,13.9
23362,thaisrippel,207,254.5K,207,2.1
23363,lyndikennedy,2.3K,254.5K,2.26K,0.9
23364,sinovuyomondliwa,1.7K,254.5K,1.74K,4.1
23365,laspepasinst,4K,254.5K,4.03K,0.1
23366,thesimplefolkco,1.4K,254.5K,1.39K,0.5
23367,smdfashionaddicts,1K,254.5K,1,0.2
23368,gideonhermosa,5.9K,254.5K,5.91K,1
23369,realtimers,2.4K,254.5K,2.40K,1.6
23370,marinahomeinteriors,1.1K,254.5K,1.08K,0.2
23371,makeupnad,278,254.5K,278,0.9
23372,bigmammagroup,1.7K,254.5K,1.71K,1.4
23373,isbankasikulturyayinlari,2.5K,254.5K,2.52K,0.3
23374,amrhassanofficial,297,254.5K,297,2.1
23375,the.bongo.naari,407,254.5K,407,0.7
23376,ligue2bkt,5.3K,254.5K,5.33K,1.1
23377,jump_cuts,349,254.4K,349,2.7
23378,unionbindingco,3.1K,254.4K,3.08K,1.8
23379,visitwashingtondc,3.5K,254.4K,3.53K,1.9
23380,inspirasiresepmemasak,4K,254.4K,3.97K,0
23381,lineaalimentos,2.8K,254.4K,2.84K,0.1
23382,cariumasurf,605,254.4K,605,0.3
23383,nfldeutschland,8.6K,254.4K,8.60K,3
23384,cornelluniversity,2K,254.4K,2.04K,2.1
23385,yanetriveros,641,254.4K,641,1
23386,agnesavuthaj,3.5K,254.3K,3.50K,1.3
23387,irina_cerutti,1.5K,254.3K,1.55K,2.5
23388,brownmelaninmakeup,2.8K,254.3K,2.84K,1
23389,lil_pickles_da_pug,3.2K,254.3K,3.17K,1.9
23390,shoni_jattni1,2.6K,254.3K,2.56K,0.4
23391,spiritualism.1111,9.9K,254.3K,9.85K,0
23392,kawaiibox,2.7K,254.3K,2.72K,0.7
23393,praquempedala,2.5K,254.3K,2.47K,1.1
23394,followtrick,64,254.2K,64,4.1
23395,miss_aayushi_02,393,254.2K,393,1.3
23396,hasuwriter,4.1K,254.2K,4.08K,3.7
23397,htafc,5K,254.2K,4.98K,0.3
23398,tashimrod,659,254.2K,659,6.8
23399,incometheory,2.1K,254.2K,2.07K,0.1
23400,vistara,1.7K,254.2K,1.71K,1
23401,prima_prim,1.5K,254.2K,1.46K,1.1
23402,jessica__serrano,1.8K,254.2K,1.79K,0.5
23403,storesecond_sby,144.6K,254.2K,144.59K,0
23404,joannalhs,3.1K,254.2K,3.10K,2.3
23405,sarayvaldezs,3.4K,254.1K,3.42K,1.3
23406,nivea_id,679,254.1K,679,0.2
23407,im_gurpreet.kaur,262,254.1K,262,5.4
23408,chavmusic,786,254.1K,786,9
23409,unificatio.official,6K,254.1K,6.01K,0
23410,isabelavaladeiro,638,254.1K,638,3.1
23411,featuremysneaks,4K,254.1K,4K,0.9
23412,anime_game_music_manga,627,254.1K,627,2.3
23413,chandrikapassionica1,511,254.1K,511,2.1
23414,gita_bhebhita,1.2K,254K,1.16K,3
23415,dumbfoundead,2.4K,254K,2.43K,2.4
23416,alessiaglaviano,11K,254K,10.98K,0.7
23417,svasta_zanimljivo,6.2K,254K,1,0
23418,freaksstore_official,4.1K,256K,4.06K,0.4
23419,ridwanhendra74,468,256K,468,0.1
23420,gundogdumobilya,781,256K,781,0.2
23421,oldjapanesecars,854,255.9K,854,4.1
23422,emmaduarteoficial,27,255.9K,27,6.5
23423,vatanika_official,1.7K,255.9K,1.71K,0.1
23424,eveseitch_id,3.3K,255.9K,3.28K,0
23425,bocaesmultitud,5K,255.9K,5.05K,6.5
23426,naturallymelaninn,2K,255.9K,2.01K,0.2
23427,rssn,476,255.9K,476,0
23428,armadaband,1.9K,255.9K,1.92K,0.4
23429,danielowg,599,255.9K,599,8.8
23430,utkuates,141,255.9K,141,3.7
23431,calik9,471,255.9K,471,1.6
23432,solelunastro,1.9K,255.8K,1.91K,3.7
23433,adellatillya,17.2K,255.8K,17.18K,0.4
23434,charlytrelawnyblack,3.6K,255.8K,3.62K,0.6
23435,sheruclassic,4.9K,255.8K,4.93K,0.3
23436,zurielafrique,1K,255.8K,1.03K,0.4
23437,belabeli30,630,255.8K,630,1.9
23438,pierlucfunk,1.1K,255.8K,1.10K,2.5
23439,dj_raiden_,643,255.8K,643,23.9
23440,amalieszigethyprivat,13K,255.8K,12.99K,1.4
23441,iamginabianca,1.8K,255.8K,1.82K,0.5
23442,barengo,306,255.8K,306,9.6
23443,feras83alkhatib,264,255.7K,264,5.3
23444,bullyplanet,11K,255.7K,11.04K,0.3
23445,alexisdescalzo,441,255.7K,441,1.4
23446,ulfidmy,118,255.7K,118,0.8
23447,shonduras,2K,255.7K,1.96K,3
23448,israelmbonyi,650,255.7K,650,2.1
23449,rochellewick,570,255.6K,570,0.7
23450,diariluahanhati,1.1K,255.6K,1.10K,1.9
23451,lilyeaston,431,255.6K,431,5.7
23452,bemsereiaaaa,54,255.6K,54,19.9
23453,periodicohoyrd,62.1K,255.6K,62.14K,0.3
23454,jessi_than,3.3K,255.6K,3.26K,1.7
23455,wandra.restus1yan,630,255.6K,630,1
23456,rehamcharkaoui,101,255.6K,101,4.2
23457,alexsphotographe,1.4K,255.6K,1.38K,2.9
23458,paulmarciano,1.3K,255.5K,1.27K,1
23459,oops_ohemma,783,255.5K,783,1.8
23460,tomorrowlandwinter,240,255.5K,240,2.2
23461,patagonia_surf,1.1K,255.5K,1.12K,1.4
23462,stanwaygeorgia,164,255.5K,164,12
23463,stargoldofficial,2.6K,255.5K,2.61K,0.3
23464,yogadailyimprovement,2.2K,255.5K,2.15K,0.2
23465,mutyadatul,1.5K,255.5K,1.49K,0.7
23466,andyschrock,2.1K,255.5K,2.11K,1.7
23467,guymariano,195,255.5K,195,7.4
23468,andrea_di_piero,32,255.5K,32,20.2
23469,fersbrown,2.2K,255.5K,2.20K,3
23470,nubnubbb,2.6K,255.4K,2.60K,3.9
23471,kingofbingo,2.4K,255.4K,2.41K,2
23472,benhaenow,670,255.4K,670,0.7
23473,doamuslims,15.9K,255.4K,15.94K,2.8
23474,one37pm,5.4K,255.4K,5.37K,1.2
23475,feriq_hilalii,195,255.4K,195,12.9
23476,wonderwoman,341,255.4K,341,3.1
23477,getfitapps,195,255.4K,195,0.6
23478,beagleoneism,1.8K,255.3K,1.81K,3.9
23479,afrikrea,6.1K,255.3K,6.06K,1.2
23480,jguzmannn,1.3K,255.3K,1.29K,4.7
23481,elfennmarrakech,1.8K,255.3K,1.76K,0.9
23482,navyacollectionswarangal,1.8K,255.3K,1,0.3
23483,palakjainofficial,708,255.3K,708,0.5
23484,mee.wc,1.5K,255.3K,1.51K,2.6
23485,beliya_totebag,2.9K,255.3K,2.92K,0.5
23486,shiplifevideos,480,255.3K,480,2.9
23487,instarai2,4.8K,255.3K,4.78K,0.1
23488,michelpuche,6.2K,255.3K,6.25K,0.1
23489,gorettymedinac,6.1K,255.3K,6.10K,0.2
23490,dtlrlifestyle,13.5K,255.2K,13.49K,0.1
23491,1_donkmaster,3K,255.2K,3.03K,1.1
23492,mitvindia,730,255.2K,730,0.2
23493,digiceljamaica,13.7K,255.2K,13.75K,0.2
23494,kawaigankyu,3.9K,255.2K,3.86K,0.1
23495,homedecorlovers_,1.2K,255.2K,1,0
23496,chloe.roberts__,828,255.2K,828,4.9
23497,theserenagoh,2.8K,255.2K,2.79K,0.5
23498,giva.co,2.6K,255.1K,2.59K,0.2
23499,trintrin,1.3K,255.1K,1.30K,10.2
23500,dickvanduijn,646,255.1K,646,5.1
23501,mrdutchempire,30,255.1K,30,3.6
23502,laki,1.5K,255.1K,1.50K,3.5
23503,alice.cavaleru,1.4K,255.1K,1.44K,3.2
23504,whiskeymyers,1K,255K,0.98K,1.7
23505,andre_tan_official,2.8K,255K,2.80K,1.6
23506,netflixasia,503,255K,503,1.9
23507,mohammed.antarr,276,255K,276,3.1
23508,turksandcaicos,2.9K,255K,2.89K,0.9
23509,thatquirkymiss,2.2K,255K,2.20K,5.2
23510,natyalvarez_cr,629,257K,629,2.1
23511,huntermarch,272,257K,272,3.6
23512,asis,503,257K,503,0.1
23513,visualmobs,1.7K,257K,1.75K,2.2
23514,tabiustate,50,257K,50,2.6
23515,infokyai,13.7K,257K,13.71K,0.3
23516,iamparitoshtripathi,1.6K,256.9K,1.55K,0.9
23517,samihedberg,2.1K,256.9K,2.10K,1.4
23518,that_greatart,6.6K,256.9K,6.62K,1
23519,tvpontanegrarn,16K,256.9K,16.01K,0.2
23520,heels,1.6K,256.9K,1.57K,0.5
23521,dragbike.id,4.8K,256.9K,4.84K,0.8
23522,menatechnet,4.2K,256.9K,4.22K,0.6
23523,labelmira,2K,256.9K,2.04K,0
23524,jonojoniofficial,199,256.9K,199,2.8
23525,libros_mi_adiccion,11.9K,256.9K,11.86K,2.9
23526,tripa_german,1.7K,256.9K,1.70K,2.4
23527,food_lovers_mad,1.3K,256.9K,1.25K,0.7
23528,lovebonito,1.1K,256.9K,1.10K,0.4
23529,adjunior_real,2.1K,256.9K,2.10K,2.5
23530,djtora_official,387,256.9K,387,5
23531,ivermagajendra,621,256.8K,621,3.4
